,testde_1,testde_2,camelsde_111740,camelsde_111630
2002-06-21,,3.1482692,5.823699,5.352357
2002-06-22,,0.7436414,1.7237965,1.7951974
2002-06-23,,2.5289087,4.0419383,3.9510322
2002-06-24,,4.7269607,9.491354,9.37686
2002-06-25,,0.059933662,0.6171243,0.58483696
2002-06-26,,-0.0065858364,0.14588404,0.12236118
2002-06-27,,0.15011883,0.2727599,0.29015565
2002-06-28,,0.63641524,1.5331348,1.4404142
2002-06-29,,0.45032907,0.63985395,0.63830876
2002-06-30,,0.24061441,0.224926,0.22374225
2002-07-01,,1.2254516,0.93107927,1.0178654
2002-07-02,,3.5355825,7.0133724,7.4037237
2002-07-03,,1.0436224,1.6415044,1.4708471
2002-07-04,,3.7387817,2.9103649,2.82529
2002-07-05,,0.33351898,0.36247754,0.34970307
2002-07-06,,2.9006345,7.640047,6.674545
2002-07-07,,1.0107315,1.7571247,1.632096
2002-07-08,,-0.05161929,0.17603445,0.13212633
2002-07-09,,0.97890234,0.9974601,0.61057067
2002-07-10,,4.0430846,6.0069675,5.9163523
2002-07-11,,0.48558927,1.7157347,1.5629954
2002-07-12,,0.85619354,0.7746022,0.8066528
2002-07-13,,5.8406353,5.8637023,5.7913313
2002-07-14,,5.1273737,5.309101,4.21513
2002-07-15,,3.5933104,5.73171,4.561882
2002-07-16,,15.299118,12.315245,11.186042
2002-07-17,,24.059065,19.163387,17.327484
2002-07-18,,7.4786415,9.414385,9.668717
2002-07-19,,0.49400377,1.0185579,0.96002793
2002-07-20,,0.1284182,0.21507978,0.22774291
2002-07-21,,0.3153019,0.45583653,0.46425962
2002-07-22,,0.85566974,0.92404246,0.9249054
2002-07-23,,0.72564626,0.51149297,0.56315255
2002-07-24,,2.360101,2.542612,2.460494
2002-07-25,,1.0970114,3.8309097,3.893875
2002-07-26,,3.4684222,5.1499214,6.6841097
2002-07-27,,1.2357695,1.6327968,1.6766752
2002-07-28,,-0.032248974,0.08378792,0.06551027
2002-07-29,,1.5494496,1.1076013,0.86942625
2002-07-30,,2.0807946,1.0915709,1.1193669
2002-07-31,,4.4926395,7.175335,7.398855
2002-08-01,,6.8432913,13.163366,12.240592
2002-08-02,,1.6597743,2.7272995,2.756791
2002-08-03,,1.4212481,0.87881374,0.84618163
2002-08-04,,1.9036038,5.6843643,4.9220896
2002-08-05,,1.4770621,2.1712775,2.1172795
2002-08-06,,0.7315736,1.3350581,1.4087126
2002-08-07,,6.948697,2.8668127,2.86252
2002-08-08,,1.5974803,1.6009438,1.2794365
2002-08-09,,1.8273715,1.4625094,1.4782425
2002-08-10,,7.7781506,8.606048,7.783267
2002-08-11,,4.4916315,9.926433,8.514741
2002-08-12,,6.7842374,4.406146,5.5316176
2002-08-13,,3.4777896,2.6215029,1.926749
2002-08-14,,1.0495707,3.6636972,1.2309754
2002-08-15,,0.5777621,0.8426151,0.60505843
2002-08-16,,0.65976954,0.4405613,0.42451954
2002-08-17,,0.33029413,0.55422664,0.5184071
2002-08-18,,0.17720175,0.22498655,0.22376204
2002-08-19,,0.25446868,0.50042343,0.48132777
2002-08-20,,1.6397579,3.0033295,2.9580717
2002-08-21,,5.7092466,11.861723,12.002589
2002-08-22,,0.8220515,1.0155636,0.93828773
2002-08-23,,0.34556127,0.5367949,0.4598081
2002-08-24,,0.5656452,1.009762,0.93062174
2002-08-25,,2.4609208,2.2476468,1.8439305
2002-08-26,,0.6464796,1.0628215,0.7276604
2002-08-27,,13.619652,16.1694,14.03883
2002-08-28,,3.8229308,2.7752552,4.7539597
2002-08-29,,2.327602,2.7624195,2.4918199
2002-08-30,,1.4811846,2.8967557,3.1062343
2002-08-31,,3.081119,5.976763,6.0659933
2002-09-01,,3.4772282,13.124282,12.868776
2002-09-02,,0.5998633,1.6649027,1.5193624
2002-09-03,,0.15503526,1.6375052,1.5469084
2002-09-04,,0.59064794,0.61129284,0.6276567
2002-09-05,,0.2820096,0.86957264,0.786798
2002-09-06,,0.27285194,0.30916214,0.33885813
2002-09-07,,0.31861115,0.38093662,0.40257192
2002-09-08,,0.2140758,0.22026968,0.22699904
2002-09-09,,0.61709356,0.319417,0.33587718
2002-09-10,,3.907217,3.8974423,3.7050228
2002-09-11,,1.6516173,2.1100247,2.2567496
2002-09-12,,0.16393161,0.3936522,0.40140986
2002-09-13,,-0.053822756,0.08453965,0.10490847
2002-09-14,,0.34605908,0.3903463,0.37122512
2002-09-15,,0.5746732,0.7772951,0.6196556
2002-09-16,,0.23604631,0.39350915,0.3949015
2002-09-17,,0.5162506,0.38029718,0.39788723
2002-09-18,,0.09022689,0.2016027,0.21785259
2002-09-19,,2.2309895,2.9747891,2.6674736
2002-09-20,,5.4083433,7.856697,7.465952
2002-09-21,,1.6304002,2.4479792,2.629433
2002-09-22,,2.2169838,3.429559,2.8971496
2002-09-23,,7.018545,15.607767,14.149199
2002-09-24,,1.7181814,10.984832,9.576669
2002-09-25,,3.3787396,10.577631,8.630981
2002-09-26,,5.7443447,4.905772,5.8112416
2002-09-27,,2.218545,5.4832006,3.9483056
2002-09-28,,0.4454863,0.7722404,0.7098675
2002-09-29,,0.2934966,0.3868947,0.38696074
2002-09-30,,0.140836,0.26585746,0.28282857
2002-10-01,,0.14223933,0.29199243,0.30614924
2002-10-02,,0.36232114,0.33084512,0.3789041
2002-10-03,,1.8652546,1.1823834,1.3128678
2002-10-04,,4.308561,5.909028,5.9459925
2002-10-05,,4.994137,8.142731,7.540574
2002-10-06,,11.749991,13.204378,12.760116
2002-10-07,,1.7695025,3.8907318,3.1329112
2002-10-08,,1.1476524,1.1131632,1.0787481
2002-10-09,,0.10462451,0.24638271,0.2248447
2002-10-10,,0.21862745,0.47264647,0.44848204
2002-10-11,,1.1998968,1.895174,1.8680441
2002-10-12,,2.257747,3.691724,3.132665
2002-10-13,,0.80021787,0.96605647,1.0205687
2002-10-14,,0.557235,1.1282609,1.2602183
2002-10-15,,2.3777053,2.7548158,2.3462324
2002-10-16,,3.4585536,4.4802265,3.7144208
2002-10-17,,6.963008,15.623049,15.760184
2002-10-18,,9.696697,8.647754,7.4446325
2002-10-19,,2.4928148,3.4928463,3.0303648
2002-10-20,,0.93039465,0.9009168,0.81550264
2002-10-21,,5.3093863,6.2120295,6.5715485
2002-10-22,,5.825935,2.8969588,2.8926368
2002-10-23,,3.2548373,4.0618763,3.1654055
2002-10-24,,2.3052688,3.1256306,2.6629293
2002-10-25,,4.4796433,7.744117,7.961954
2002-10-26,,4.7310753,4.152037,4.685756
2002-10-27,,9.233292,2.3943775,2.570704
2002-10-28,,2.0153196,1.7130921,1.4043851
2002-10-29,,1.6273663,0.5515952,0.55787134
2002-10-30,,4.0445166,2.5840445,3.2453322
2002-10-31,,2.3605168,2.8514228,3.47619
2002-11-01,,4.6338863,4.2210484,5.295761
2002-11-02,,16.366594,11.936385,12.432957
2002-11-03,,10.053022,13.118383,12.027229
2002-11-04,,7.256613,11.289735,8.75332
2002-11-05,,3.8424053,4.294965,3.2712486
2002-11-06,,2.9912229,1.9026225,1.615439
2002-11-07,,3.9320717,4.720867,4.8761106
2002-11-08,,4.219162,4.69656,4.7838492
2002-11-09,,5.5706778,7.229683,6.2311316
2002-11-10,,6.5426674,6.6126027,7.91422
2002-11-11,,12.873124,14.263883,13.469631
2002-11-12,,2.3131502,1.4726688,1.2751925
2002-11-13,,2.5603106,1.3792984,1.216838
2002-11-14,,4.7328024,3.3408475,4.1100783
2002-11-15,,5.1920424,4.586681,4.421967
2002-11-16,,6.5700407,2.407391,2.375
2002-11-17,,3.061041,0.7950709,0.89242435
2002-11-18,,1.5512413,2.608181,2.2315106
2002-11-19,,2.2950954,9.858285,9.991639
2002-11-20,,1.1980903,1.9466015,2.0497866
2002-11-21,,1.0063963,0.48173356,0.55029535
2002-11-22,,2.3906913,6.6257973,7.3339605
2002-11-23,,0.48660803,0.730407,0.7647035
2002-11-24,,1.001806,1.2297254,1.2509801
2002-11-25,,0.725312,0.91889834,0.934728
2002-11-26,,1.381617,7.456954,6.8205748
2002-11-27,,0.7251599,3.5125031,3.977628
2002-11-28,,0.95965874,2.3801785,2.315423
2002-11-29,,2.5886333,10.566248,10.6441965
2002-11-30,,1.5010402,2.6203103,2.7474468
2002-12-01,,1.3185161,1.213166,1.1318064
2002-12-02,,2.4738312,3.936824,3.5232625
2002-12-03,,1.1916301,3.1401422,2.3591166
2002-12-04,,0.7834034,1.5973772,1.2983223
2002-12-05,,1.7576994,2.7146008,2.3902707
2002-12-06,,0.5912974,0.93070495,0.9161364
2002-12-07,,0.36499047,0.6152096,0.64825034
2002-12-08,,0.06832051,0.16994,0.16652417
2002-12-09,,-0.024942636,0.033795834,0.023973465
2002-12-10,,-0.015055656,0.05615115,0.032788992
2002-12-11,,-0.025751114,0.11515331,0.08836174
2002-12-12,,0.13816214,0.20202756,0.19838667
2002-12-13,,0.5953481,0.4138553,0.43249512
2002-12-14,,0.8302953,0.58781314,0.515625
2002-12-15,,3.3184886,2.9857013,2.3441997
2002-12-16,,2.9045284,4.213451,3.9308057
2002-12-17,,2.050278,4.57813,4.4694347
2002-12-18,,1.0378262,2.548636,2.1110516
2002-12-19,,0.40208054,0.31377983,0.32462597
2002-12-20,,2.516792,1.6056508,1.4942755
2002-12-21,,10.372389,5.9609494,5.2995615
2002-12-22,,18.328323,9.931419,11.540277
2002-12-23,,9.738164,6.5663257,5.8823185
2002-12-24,,4.0957026,2.076138,1.8210753
2002-12-25,,4.7360907,1.9895113,1.8387386
2002-12-26,,4.390664,2.7070336,2.0136373
2002-12-27,,2.1608934,1.0961928,1.1507484
2002-12-28,,5.1680036,2.5324616,2.528459
2002-12-29,,10.422326,9.425597,8.591683
2002-12-30,,17.32401,11.775412,11.586081
2002-12-31,,7.3637896,4.671694,4.3169737
2003-01-01,,7.3428526,6.2142115,5.6300383
2003-01-02,,21.09599,14.732423,16.340273
2003-01-03,,10.228211,10.711713,12.841851
2003-01-04,,9.693231,14.3937435,12.40272
2003-01-05,,3.908985,4.2529864,3.7222137
2003-01-06,,1.2050978,0.7496741,0.7208228
2003-01-07,,0.5639732,0.9574081,0.8721869
2003-01-08,,0.11993599,0.29821396,0.26263976
2003-01-09,,0.08309126,0.20800114,0.19817233
2003-01-10,,0.25048685,0.51668286,0.4827304
2003-01-11,,-0.025229454,0.26200747,0.22090697
2003-01-12,,0.23146558,0.32623243,0.3243792
2003-01-13,,6.301322,4.998301,4.772973
2003-01-14,,4.0083933,4.192036,4.490509
2003-01-15,,1.7289238,1.1318526,1.9770072
2003-01-16,,4.5545025,3.093934,3.7499914
2003-01-17,,1.5841058,1.2440131,1.2882215
2003-01-18,,1.7270986,1.1045425,1.2165842
2003-01-19,,0.6763923,0.5341759,0.62282944
2003-01-20,,1.3840135,0.37280416,0.536412
2003-01-21,,3.6805706,1.8770978,1.7950003
2003-01-22,,3.3225584,1.0867082,1.1396337
2003-01-23,,6.3170614,5.581749,5.682394
2003-01-24,,4.992131,5.9454083,5.3087
2003-01-25,,1.3052367,1.3590369,1.2326305
2003-01-26,,2.1562884,1.5823005,1.4595225
2003-01-27,,5.4457707,4.464893,4.367988
2003-01-28,,3.7850106,3.6446347,3.8686564
2003-01-29,,9.155374,4.6813335,5.18429
2003-01-30,,4.9726906,4.175299,3.6427658
2003-01-31,,2.5499842,2.7085962,2.427381
2003-02-01,,1.5993909,1.5829458,1.5670569
2003-02-02,,3.319335,2.9949167,3.262939
2003-02-03,,6.44018,6.4400735,7.302205
2003-02-04,,3.1900191,4.6396375,4.48686
2003-02-05,,5.2026625,3.9096599,3.822144
2003-02-06,,2.0363073,2.1323824,2.016521
2003-02-07,,2.3149872,2.1024399,2.2406402
2003-02-08,,2.8121812,3.6205547,3.9469967
2003-02-09,,2.451653,1.2519586,1.1619171
2003-02-10,,0.7622397,0.725575,0.68050456
2003-02-11,,0.33104348,0.47911167,0.48231316
2003-02-12,,0.32849526,0.3378625,0.3312137
2003-02-13,,0.1420672,0.25368142,0.18945956
2003-02-14,,0.11023331,0.4088869,0.30963326
2003-02-15,,0.22828507,0.45392394,0.43892813
2003-02-16,,0.6665075,0.9947703,0.9758029
2003-02-17,,-0.036048174,0.2410419,0.16281605
2003-02-18,,-0.07036066,0.11675,0.11645079
2003-02-19,,-0.04058242,-0.06027794,0.018613338
2003-02-20,,0.13103557,0.047983408,0.08678508
2003-02-21,,0.19410872,0.24708557,0.2622211
2003-02-22,,0.21696591,0.35045004,0.30250525
2003-02-23,,0.19180346,0.2739687,0.27628112
2003-02-24,,0.15675163,0.13100958,0.17898154
2003-02-25,,0.016468763,0.016219616,-0.009082079
2003-02-26,,0.2627225,0.14378357,0.09865475
2003-02-27,,0.14763355,0.17693377,0.18926525
2003-02-28,,0.596416,0.5025563,0.4980414
2003-03-01,,2.241149,1.6710238,1.7658585
2003-03-02,,3.2543514,2.565618,2.5352466
2003-03-03,,2.0554957,3.583901,3.600122
2003-03-04,,0.83962417,1.2146753,1.1482855
2003-03-05,,1.2265707,0.9349512,0.9225031
2003-03-06,,1.9412973,1.8213247,1.8855257
2003-03-07,,0.5056498,0.93371737,0.910817
2003-03-08,,0.62635875,0.709023,0.709569
2003-03-09,,0.39881325,0.47215867,0.5064535
2003-03-10,,0.21036243,0.08654666,0.10773778
2003-03-11,,1.1794475,1.1115912,1.145132
2003-03-12,,1.6037048,2.7659338,2.5586302
2003-03-13,,0.83442473,1.9545705,1.8954002
2003-03-14,,0.4043815,0.8651562,0.8336923
2003-03-15,,0.20149565,0.5427191,0.57291293
2003-03-16,,0.029608965,0.12081885,0.11130786
2003-03-17,,0.23831415,0.29096723,0.3028772
2003-03-18,,0.105157614,0.25977516,0.25102592
2003-03-19,,0.22455311,0.16195536,0.18003201
2003-03-20,,0.1754005,0.18096614,0.18830633
2003-03-21,,0.25593233,0.3404684,0.31555605
2003-03-22,,-0.07021737,-0.056079388,-0.04138875
2003-03-23,,0.08529377,0.03745675,0.044039488
2003-03-24,,0.15462446,0.14710474,0.1414392
2003-03-25,,0.29463983,0.28769898,0.29941297
2003-03-26,,0.705807,0.8351338,0.8634527
2003-03-27,,0.20442128,0.30261874,0.26610446
2003-03-28,,0.6290133,0.68309903,0.6378405
2003-03-29,,1.0552319,0.8530679,1.0539675
2003-03-30,,1.4781868,0.9438466,0.7997229
2003-03-31,,0.2832775,0.63484335,0.58428335
2003-04-01,,0.0862751,0.041520596,0.04637456
2003-04-02,,5.7307734,7.5966883,7.9887705
2003-04-03,,1.503617,2.1743286,2.2308383
2003-04-04,,1.0225457,1.4485546,1.6711655
2003-04-05,,1.7097794,2.32542,2.0363872
2003-04-06,,0.792922,1.071477,1.0879103
2003-04-07,,0.40691495,0.35965252,0.38498092
2003-04-08,,0.35928416,0.42595243,0.45191693
2003-04-09,,-0.003386736,0.43615174,0.37753558
2003-04-10,,0.7550974,3.1974978,2.3802824
2003-04-11,,0.297127,0.77673936,0.7606075
2003-04-12,,0.4485159,0.57061005,0.55857086
2003-04-13,,0.1231544,0.29460645,0.3162322
2003-04-14,,0.020685673,0.030677557,0.05035901
2003-04-15,,0.14011335,0.17421412,0.1760087
2003-04-16,,0.14016438,0.17517614,0.19612908
2003-04-17,,0.09234691,0.14268994,0.14752173
2003-04-18,,0.079538345,0.15502572,0.18824768
2003-04-19,,2.042858,2.088485,2.140327
2003-04-20,,0.275846,0.23340273,0.26709676
2003-04-21,,0.32917118,0.24271607,0.2601893
2003-04-22,,1.0731554,0.97053564,0.75420475
2003-04-23,,0.27503085,0.67924,0.51446056
2003-04-24,,0.15089369,0.1367147,0.15977621
2003-04-25,,0.30583668,0.36725473,0.295794
2003-04-26,,1.8832155,3.5024452,2.3380537
2003-04-27,,2.635588,2.9225204,4.374601
2003-04-28,,0.414083,0.3709581,0.45612693
2003-04-29,,3.0570805,3.552223,3.137979
2003-04-30,,3.0202148,4.7900677,4.5380764
2003-05-01,,0.6699984,1.4754674,1.1029946
2003-05-02,,0.6785047,1.3267215,1.6488582
2003-05-03,,0.51534915,0.82291174,0.7252929
2003-05-04,,-6.818771e-05,0.003586769,0.07505679
2003-05-05,,0.37199354,0.309772,0.33761835
2003-05-06,,1.09602,2.0499644,1.595248
2003-05-07,,0.35997176,0.542382,0.5140016
2003-05-08,,2.4415016,3.1315255,2.4799197
2003-05-09,,3.2135377,3.6954563,4.745773
2003-05-10,,1.5450764,2.5748267,2.5659807
2003-05-11,,0.76610565,2.4190555,1.8436052
2003-05-12,,2.9968576,5.0269675,5.070773
2003-05-13,,2.8115911,4.417475,4.8755865
2003-05-14,,0.99691117,1.1297687,1.1240224
2003-05-15,,0.572068,1.2830399,1.4464974
2003-05-16,,0.094281435,0.10489631,0.18029237
2003-05-17,,1.6248615,1.4335067,1.507985
2003-05-18,,6.9401608,4.2430005,4.028088
2003-05-19,,14.05287,9.418143,9.974208
2003-05-20,,2.1793046,7.369298,6.823139
2003-05-21,,3.8898237,2.1659017,2.0675807
2003-05-22,,9.863664,3.2345107,3.9029028
2003-05-23,,1.0317782,0.92895603,0.96277595
2003-05-24,,0.42855668,0.0027077198,0.103731394
2003-05-25,,4.694529,3.8876166,4.3751626
2003-05-26,,2.12946,3.662458,3.1752567
2003-05-27,,1.1413075,1.4947518,1.4101905
2003-05-28,,0.92018735,1.8274416,1.7670155
2003-05-29,,1.0028354,2.5648267,1.9945053
2003-05-30,,0.5499623,0.6402824,0.35921693
2003-05-31,,3.317754,7.91776,7.5681515
2003-06-01,,1.7832426,2.048644,2.8121853
2003-06-02,,0.123934984,-0.06344056,-0.007352829
2003-06-03,,0.9877287,0.97841454,0.88527405
2003-06-04,,0.62264824,1.1526687,0.7502854
2003-06-05,,1.4997319,5.755141,5.480137
2003-06-06,,2.3493438,2.832615,3.8871138
2003-06-07,,0.5889702,1.7885839,1.3056134
2003-06-08,,1.538097,2.062025,2.1781049
2003-06-09,,0.035250425,1.1660936,1.0071628
2003-06-10,,0.30777907,0.17010736,0.21795535
2003-06-11,,1.3424308,1.9764287,1.8775258
2003-06-12,,0.44575906,1.108119,0.8160844
2003-06-13,,1.8865042,6.743911,5.9472866
2003-06-14,,1.0136042,1.1848298,1.4939307
2003-06-15,,2.6906133,6.0746784,6.0861053
2003-06-16,,0.24002552,0.36556268,0.36499643
2003-06-17,,0.08799052,0.3564992,0.21174884
2003-06-18,,4.214751,5.3998346,4.8057346
2003-06-19,,4.7107353,2.7745492,3.4966204
2003-06-20,,1.3213587,1.3305796,1.2761089
2003-06-21,,-0.15362716,-0.030836582,-0.030928373
2003-06-22,,0.1865983,0.10521817,0.13707638
2003-06-23,,0.5988221,0.3782978,0.38754487
2003-06-24,,0.12666702,4.1402326,3.4035447
2003-06-25,,-0.005009651,0.13847613,0.09467125
2003-06-26,,0.13019991,0.11153889,0.10608554
2003-06-27,,0.46699524,0.6241114,0.51122403
2003-06-28,,1.1958379,2.4012816,2.4131675
2003-06-29,,0.21082139,0.6577134,0.5776241
2003-06-30,,0.93546796,1.2909495,1.2043635
2003-07-01,,7.627618,16.678612,16.478983
2003-07-02,,2.1607535,2.142068,2.2419405
2003-07-03,,4.682827,5.543015,4.614483
2003-07-04,,8.610136,3.9071288,3.6272056
2003-07-05,,6.349959,4.26976,4.5429654
2003-07-06,,2.3818371,3.206472,2.8416376
2003-07-07,,0.9171425,0.58834934,0.59156394
2003-07-08,,0.58522344,0.59734607,0.59467864
2003-07-09,,0.42306876,0.61383915,0.5480907
2003-07-10,,-0.070687294,0.22337532,0.22569394
2003-07-11,,0.09926319,0.088918924,0.12709522
2003-07-12,,0.09993982,0.70276856,0.60524964
2003-07-13,,-0.049115896,0.024907112,0.057956457
2003-07-14,,0.0052056313,0.0561862,0.11291623
2003-07-15,,0.05932021,-0.0052649975,0.091551065
2003-07-16,,1.0273309,2.0371563,1.528395
2003-07-17,,1.751895,10.81728,9.283676
2003-07-18,,1.0100732,1.0667355,1.1624491
2003-07-19,,-0.0882287,0.059823513,0.08054447
2003-07-20,,0.017590284,0.120170355,0.17932129
2003-07-21,,5.1477547,3.087304,2.881738
2003-07-22,,0.48599625,0.83813953,0.7703159
2003-07-23,,0.09345794,1.0745641,0.9970069
2003-07-24,,1.6305109,2.1085134,2.06076
2003-07-25,,0.43378878,0.6355481,0.6829953
2003-07-26,,4.981332,4.9588623,5.347854
2003-07-27,,2.9711459,2.1285996,1.7880498
2003-07-28,,0.6573689,2.1719565,2.1104996
2003-07-29,,-0.08757639,0.18606687,0.18331528
2003-07-30,,0.5741334,0.70884514,0.6058421
2003-07-31,,0.5644505,0.8088088,0.65594935
2003-08-01,,0.13048387,0.6643808,0.49975538
2003-08-02,,0.22510028,0.26520014,0.2782507
2003-08-03,,0.09984803,0.12928581,0.18698382
2003-08-04,,0.07112479,0.24015903,0.24598742
2003-08-05,,-0.06301594,0.2082963,0.15158439
2003-08-06,,-0.17887878,0.076313496,0.06257558
2003-08-07,,-0.04414344,0.086268425,0.13645458
2003-08-08,,0.110756636,0.11877346,0.1917479
2003-08-09,,0.08762574,0.16957521,0.1441009
2003-08-10,,-0.024563074,0.007348299,-0.06912184
2003-08-11,,0.05886674,0.08878112,0.052029848
2003-08-12,,0.06649947,0.006180048,0.0141842365
2003-08-13,,0.09571934,0.06914449,0.08190155
2003-08-14,,1.7362417,1.9585752,1.8816686
2003-08-15,,-0.07978821,0.54102874,0.3366518
2003-08-16,,0.08490658,0.053382397,0.06879139
2003-08-17,,0.40996695,0.52856565,0.50584316
2003-08-18,,0.8049331,2.719164,2.297462
2003-08-19,,2.418206,2.2738261,2.5417533
2003-08-20,,0.21044898,1.0844666,0.8422432
2003-08-21,,0.021328688,0.34336734,0.27864695
2003-08-22,,0.035269022,0.029253244,0.025617838
2003-08-23,,0.11553311,0.08467102,0.08783889
2003-08-24,,0.14943004,0.22950292,0.24135232
2003-08-25,,-0.029789448,0.08379316,0.07494402
2003-08-26,,0.025114536,0.12769008,0.14195347
2003-08-27,,0.38024688,0.2659552,0.38503814
2003-08-28,,0.15192962,0.14950109,0.15002441
2003-08-29,,5.537714,3.3941655,3.189972
2003-08-30,,4.9021025,9.507182,11.09304
2003-08-31,,0.940348,3.3809078,3.2599356
2003-09-01,,0.937196,1.1168388,1.2547216
2003-09-02,,0.5432875,0.88371277,0.8681073
2003-09-03,,0.05670762,0.17018294,0.16323256
2003-09-04,,0.12749791,0.1775732,0.18999696
2003-09-05,,0.12373543,0.15931058,0.14354944
2003-09-06,,1.8782846,1.6399406,1.9701978
2003-09-07,,1.7760003,0.9727597,1.6228873
2003-09-08,,2.3642657,4.2050514,4.787187
2003-09-09,,0.47392488,1.1426523,0.9475738
2003-09-10,,2.9211392,2.4775043,2.8137362
2003-09-11,,2.047386,6.291413,5.1453886
2003-09-12,,1.9517412,5.5853963,4.2514467
2003-09-13,,0.43082547,0.6950166,0.6107211
2003-09-14,,0.2382381,0.48579693,0.40530515
2003-09-15,,0.038686037,0.11716008,0.12004495
2003-09-16,,0.1946187,0.20799708,0.20874071
2003-09-17,,0.18648553,0.21628666,0.22032833
2003-09-18,,0.13951063,0.18762255,0.19090724
2003-09-19,,0.20731258,0.18402529,0.2059815
2003-09-20,,0.16650367,0.17081976,0.18042803
2003-09-21,,0.13876939,0.19655633,0.2069304
2003-09-22,,0.25950408,0.25349593,0.272964
2003-09-23,,3.2706234,5.0753937,4.4091177
2003-09-24,,0.38298917,1.0134946,0.7849095
2003-09-25,,-0.03910756,0.024619102,0.012046337
2003-09-26,,0.3655331,0.397763,0.35905814
2003-09-27,,0.22373152,0.31216645,0.35931277
2003-09-28,,4.190721,2.1922362,2.4838512
2003-09-29,,3.231965,2.2974007,2.1383777
2003-09-30,,0.21785831,0.33830118,0.3154788
2003-10-01,,1.5690049,1.4549106,1.4577025
2003-10-02,,2.9486907,2.7359312,2.8883834
2003-10-03,,2.2731895,5.2162957,5.552676
2003-10-04,,5.1414366,10.876352,10.288903
2003-10-05,,4.634538,13.756087,13.295486
2003-10-06,,7.0127726,8.540612,7.9436255
2003-10-07,,24.434307,26.330187,26.655588
2003-10-08,,8.04885,9.373428,9.873442
2003-10-09,,5.7800875,2.8059356,2.6876378
2003-10-10,,1.608192,1.4604477,1.5066434
2003-10-11,,1.8968815,1.4730384,1.6091195
2003-10-12,,0.2094543,0.84880257,0.7563212
2003-10-13,,0.035370827,0.11332536,0.0992887
2003-10-14,,0.1178813,0.16228914,0.17537689
2003-10-15,,0.024674892,0.0824461,0.088660955
2003-10-16,,0.053749084,0.10407996,0.13624072
2003-10-17,,0.0041503906,0.023189068,0.057755947
2003-10-18,,0.059937477,0.11138272,0.11955285
2003-10-19,,0.2804432,0.33085656,0.33682394
2003-10-20,,5.189067,3.6144104,5.5340185
2003-10-21,,4.8332286,3.0349774,3.8949933
2003-10-22,,1.1023891,1.317062,1.3837278
2003-10-23,,0.93124294,1.653261,1.756482
2003-10-24,,0.20067644,0.33478546,0.36722207
2003-10-25,,0.9860451,0.82956266,0.86811185
2003-10-26,,0.32389593,0.31000257,0.3625002
2003-10-27,,0.5544698,0.41242766,0.4266734
2003-10-28,,0.12034035,0.109935045,0.116811275
2003-10-29,,2.389916,1.8495046,1.5997543
2003-10-30,,4.960459,6.238741,5.118367
2003-10-31,,2.8733847,5.1247807,5.291732
2003-11-01,,1.267896,4.0040016,4.533908
2003-11-02,,1.4279255,1.8882077,1.9621164
2003-11-03,,1.3600255,0.8772125,1.0179936
2003-11-04,,1.13885,0.40716124,0.48174238
2003-11-05,,0.15892243,0.09242439,0.13170743
2003-11-06,,0.065047026,0.18903136,0.16692448
2003-11-07,,0.20796514,0.31479144,0.34249496
2003-11-08,,0.12158227,0.15935993,0.16194224
2003-11-09,,0.20369625,0.20597339,0.21364236
2003-11-10,,0.45518565,1.3143356,1.1578563
